episodio,passo,tempo_s,x,y,vx,vy,speed,score,bolas_restantes,luzes,mult,acao_esq,acao_dir,flip_esq,flip_dir,rel_esq_x,rel_esq_y,rel_dir_x,rel_dir_y,tela_x,tela_y
0,80,9.5,-7.0207,11.672,-0.0,-0.033,0.033,0,3,13,0,0,1,0.0,1.0,-9.51,-0.391,-4.532,-0.391,325,375
0,84,9.6,-7.0207,11.672,-0.0,-0.033,0.033,0,3,13,0,0,1,0.0,1.0,-9.51,-0.391,-4.532,-0.391,325,375
0,88,9.7,-7.0207,11.672,-0.0,-0.033,0.033,0,3,13,0,0,1,0.0,1.0,-9.51,-0.391,-4.532,-0.391,325,375
0,92,9.8,-7.0207,11.672,-0.0,-0.033,0.033,0,3,13,0,0,1,0.0,1.0,-9.51,-0.391,-4.532,-0.391,325,375
0,96,9.9,-7.0207,11.672,0.0001,-0.033,0.033,0,3,13,0,0,1,0.0,1.0,-9.51,-0.391,-4.532,-0.391,325,375
0,100,10.0,-7.0207,11.672,-0.0001,-0.033,0.033,0,3,13,0,0,1,0.0,1.0,-9.51,-0.391,-4.532,-0.391,325,375
0,104,10.1,-7.0207,11.672,-0.0,-0.033,0.033,0,3,13,0,0,1,0.0,1.0,-9.51,-0.391,-4.532,-0.391,325,375
0,108,10.2,-7.0207,11.672,-0.0,-0.033,0.033,0,3,13,0,0,1,0.0,1.0,-9.51,-0.391,-4.532,-0.391,325,375
0,112,10.3,-7.0207,11.672,0.0,-0.033,0.033,0,3,13,0,0,1,0.0,1.0,-9.51,-0.391,-4.532,-0.391,325,375
0,116,10.4,-7.0207,11.672,0.0001,-0.033,0.033,0,3,13,0,0,1,0.0,1.0,-9.51,-0.391,-4.532,-0.391,325,375
